null;2;131;49;1835;11224
null;1;87;79;6102;8557
null;2;71;102;1663;6444
null;1;123;84;1883;4685
null;1;7;-45;773;11237
null;1;5;-6;1465;11216
null;1;3;-1;377;10872
null;1;82;-7300;2008;11542
null;1;88;-148535;832;10426
null;1;47;-17391;1000;10000
null;1;60;-110268;1000;10000
null;1;0;100;1000;10000
null;1;0;100;1000;10000
null;1;0;100;1000;10000
null;1;0;100;1000;10000
null;1;0;100;1000;10000
null;1;0;100;1000;10000
null;1;95;77;5633;10341
null;1;46;-29788;1289;11060
null;1;0;100;1000;10000
null;1;46;-23588;856;10795
null;1;6;-47;780;10534
null;1;6;-47;780;10534
null;1;6;-47;780;10534
null;1;6;-47;780;10534
null;1;6;-47;780;10534
null;1;6;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-48;780;10534
null;1;7;-49;780;10534
null;1;7;-49;780;10534
null;1;7;-49;780;10534
null;1;7;-49;780;10534
null;1;7;-49;780;10534
null;1;7;-49;780;10534
null;1;7;-49;780;10534
null;1;7;-49;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-54;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;7;-55;780;10534
null;1;8;-55;780;10534
null;1;8;-55;780;10534
null;1;8;-55;780;10534
null;1;8;-55;780;10534
null;1;8;-55;780;10534
null;1;8;-55;780;10534
null;1;8;-55;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-60;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-61;780;10534
null;1;8;-62;780;10534
null;1;8;-62;780;10534
null;1;8;-62;780;10534
null;1;8;-62;780;10534
null;1;8;-62;780;10534
null;1;8;-62;780;10534
null;1;8;-62;780;10534
null;1;8;-62;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-67;780;10534
null;1;8;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
null;1;9;-68;780;10534
